date, pm25, pm10, o3, no2, so2
2023/4/3, 9, , , , 
2023/1/3, 10, 2, , 4, 
2023/1/4, 6, 8, , 5, 
2023/1/5, 15, 13, , 7, 
2023/1/6, 21, 10, , 8, 
2023/1/7, 20, 1, , 2, 
2023/1/8, 16, 1, , , 
2023/1/9, 9, 5, , 4, 
2023/1/10, 12, 2, , 3, 
2023/1/11, 14, , , , 
2023/1/13, 9, 7, , 4, 
2023/1/14, 11, 11, , 5, 
2023/1/15, 14, 7, , 3, 
2023/1/16, 14, 8, , 4, 
2023/1/17, 8, 15, , 1, 
2023/1/18, 7, 3, , 7, 
2023/1/19, 15, 6, 11, 5, 
2023/1/20, 12, 8, 10, 4, 
2023/1/21, 15, 1, 10, 2, 
2023/1/22, 8, 2, 13, 1, 
2023/1/23, 7, 2, 13, 4, 
2023/1/24, 6, 5, 12, 3, 
2023/1/25, 7, 8, 11, 4, 
2023/1/26, 8, 9, 15, 5, 
2023/1/27, 8, 11, 12, 4, 
2023/1/28, 13, 6, 14, 4, 
2023/1/29, 7, 7, 15, 2, 
2023/1/30, 10, 9, 16, 2, 
2023/1/31, 9, , , , 
2023/2/2, 6, 12, 13, 1, 
2023/2/3, 19, , , , 
2023/2/7, 23, 5, 19, 3, 
2023/2/8, 17, 2, 9, 5, 
2023/2/9, 14, 2, 15, 2, 
2023/2/10, 15, 2, 13, 2, 
2023/2/11, 10, 3, 21, 2, 
2023/2/12, 11, 4, 12, 3, 
2023/2/13, 14, , , , 
2023/2/16, 27, 12, 12, 6, 
2023/2/17, 23, 9, 12, 3, 
2023/2/18, 18, 4, 17, 1, 
2023/2/19, 23, , , , 
2023/2/23, 37, 18, 14, 2, 
2023/2/24, 21, , , , 
2023/2/28, 12, 12, 19, 5, 
2023/3/1, 11, 11, 20, 4, 
2023/3/2, 14, 11, 16, 4, 
2023/3/3, 15, 448, 23, 2, 
2023/3/4, 13, , , , 
2023/3/16, 13, 28, 20, 3, 
2023/3/17, 11, 198, 11, 2, 
2023/3/18, 16, , , , 
2023/3/20, 8, 12, 23, 2, 
2023/3/21, 11, 14, 18, 2, 
2023/3/22, 9, 11, 18, 2, 
2023/3/23, 12, 17, 12, 3, 3
2023/3/24, 9, 12, 6, 3, 
2023/3/25, 8, 7, 5, 2, 
2023/3/26, 6, 6, 27, 3, 
2023/3/27, 12, 19, 23, 5, 
2023/3/28, 13, 23, 30, 3, 
2023/3/29, 13, 33, 25, 4, 
2023/3/30, 19, 20, 18, 3, 
2023/3/31, 12, , , , 
2022/10/1, 8, 6, 24, 1, 
2022/10/2, 8, 33, 27, 3, 
2022/10/3, 17, 52, 28, 9, 
2022/10/4, 27, 53, 29, 6, 
2022/10/5, 31, 49, 26, 4, 
2022/10/6, 31, 32, 26, 4, 
2022/10/7, 22, 43, 29, 4, 
2022/10/8, 31, 45, 27, 2, 
2022/10/9, 27, 52, 20, 4, 
2022/10/10, 31, 25, 21, 4, 
2022/10/11, 20, 35, 25, 5, 
2022/10/12, 26, 26, 25, 3, 
2022/10/13, 19, 19, 25, 7, 
2022/10/14, 18, 22, 26, 5, 
2022/10/15, 21, 24, 20, 5, 
2022/10/16, 24, 26, 13, 4, 
2022/10/17, 24, 53, 19, 5, 
2022/10/18, 29, 39, 13, 1, 
2022/10/19, 16, 33, 18, 1, 
2022/10/20, 12, 25, 18, 2, 
2022/10/21, 14, 32, 18, 1, 
2022/10/22, 21, 27, 20, 3, 
2022/10/23, 21, 24, 16, 4, 
2022/10/24, 17, 18, 15, 5, 
2022/10/25, 12, 22, 13, 8, 
2022/10/26, 18, 39, 17, 5, 
2022/10/27, 30, 34, 21, 4, 
2022/10/28, 26, 41, 23, 3, 
2022/10/29, 26, 28, 20, 3, 
2022/10/31, 22, 38, 16, 7, 
2022/11/1, 32, 13, 17, 3, 
2022/11/2, 10, 11, 20, 4, 
2022/11/3, 13, 14, 21, 4, 
2022/11/4, 14, 16, 14, 3, 
2022/11/5, 15, 12, 18, 4, 
2022/11/6, 13, 12, 19, 5, 
2022/11/7, 15, 12, 18, 3, 
2022/11/8, 11, 12, 16, 2, 
2022/11/9, 9, 12, 14, 4, 
2022/11/10, 10, 11, 17, 7, 
2022/11/11, 16, 12, 18, 5, 
2022/11/12, 11, 22, 20, 4, 
2022/11/13, 19, 24, 20, 3, 
2022/11/14, 21, 22, 17, 5, 
2022/11/15, 16, 14, 20, 1, 
2022/11/16, 10, 13, 17, 1, 
2022/11/17, 7, 13, 17, 1, 
2022/11/18, 6, 12, 17, 1, 
2022/11/19, 10, 9, 23, 3, 
2022/11/20, 11, 12, 21, 4, 
2022/11/21, 9, 13, 15, 3, 
2022/11/22, 14, 21, 23, 3, 
2022/11/23, 17, 18, 20, 1, 
2022/11/24, 10, 19, 15, 3, 
2022/11/25, 14, 15, 16, 6, 
2022/11/26, 11, 9, 19, 2, 
2022/11/27, 10, 12, 20, 3, 
2022/11/28, 13, 13, 19, 3, 
2022/11/29, 10, 11, 19, 6, 
2022/11/30, 8, 15, 20, 4, 
2022/12/1, 12, 7, 15, 2, 
2022/12/2, 10, 10, 18, 3, 
2022/12/3, 14, 13, 14, 5, 
2022/12/4, 17, 9, 20, 2, 
2022/12/5, 12, 189, 19, 6, 
2022/12/6, 12, 3, 12, 7, 
2022/12/7, 13, 17, 16, 3, 
2022/12/8, 16, 27, 18, , 
2022/12/9, 11, 24, 22, 1, 
2022/12/10, 14, 14, 18, 2, 
2022/12/11, 10, 37, 19, , 
2022/12/12, 15, 35, 13, 1, 
2022/12/13, 14, 40, 7, 1, 
2022/12/14, 15, , , , 
2022/12/16, 10, 16, 8, 4, 
2022/12/17, 9, 19, 6, 8, 
2022/12/18, 13, 18, 5, 3, 
2022/12/19, 13, 29, 9, 3, 
2022/12/20, 14, 42, 10, 2, 
2022/12/21, 14, 17, 8, 6, 
2022/12/22, 9, 17, 5, 7, 
2022/12/23, 13, 23, 8, 7, 
2022/12/24, 18, 16, 11, 2, 
2022/12/25, 13, 39, 12, 1, 
2022/12/26, 14, 26, 7, 3, 
2022/12/27, 14, 13, 7, 4, 
2022/12/28, 12, 13, 8, 6, 
2022/12/29, 12, 18, 13, 6, 
2022/12/30, 13, 20, 9, 7, 
2022/12/31, 18, 17, 7, 4, 
2023/1/1, 25, 22, 2, 2, 
2023/1/2, 25, 13, , 2, 
2022/7/1, 15, 27, 27, 1, 
2022/7/2, 18, 32, 23, 1, 
2022/7/3, 16, 18, 21, 2, 
2022/7/4, 14, 22, 24, 3, 
2022/7/5, 23, 24, 25, 2, 
2022/7/6, 24, 24, 33, 4, 
2022/7/7, 29, 29, 32, 2, 
2022/7/8, 29, 23, 32, 3, 
2022/7/9, 20, 18, 33, 4, 
2022/7/10, 18, 20, 36, 3, 
2022/7/11, 17, 31, 30, 1, 
2022/7/12, 19, 20, 26, , 
2022/7/13, 11, 18, 35, 3, 
2022/7/14, 17, 24, 30, 2, 
2022/7/15, 24, 23, 32, 2, 
2022/7/16, 28, 20, 23, 2, 
2022/7/17, 27, 22, 22, 2, 
2022/7/18, 22, 14, 24, 2, 
2022/7/19, 15, 18, 31, 2, 
2022/7/20, 15, 23, 30, 2, 
2022/7/21, 22, 27, 29, 5, 
2022/7/22, 27, 21, 35, 7, 
2022/7/23, 20, 23, 28, 5, 
2022/7/24, 21, 22, 29, 3, 
2022/7/25, 22, 18, 23, 2, 
2022/7/26, 17, 17, 26, 2, 3
2022/7/27, 15, 18, 20, 2, 
2022/7/28, 12, 11, 23, 2, 
2022/7/29, 10, 21, 30, 4, 
2022/7/30, 21, 23, 26, 2, 
2022/7/31, 24, 22, 29, 4, 
2022/8/1, 20, 23, 28, 2, 
2022/8/2, 22, 23, 28, 4, 
2022/8/3, 22, 21, 29, 2, 
2022/8/4, 21, 21, 28, 2, 
2022/8/5, 23, 26, 25, 2, 
2022/8/6, 26, 25, 29, 2, 
2022/8/7, 21, 14, 29, 2, 
2022/8/8, 18, 13, 26, 2, 
2022/8/9, 15, 17, 25, 1, 
2022/8/10, 19, 16, 22, 2, 
2022/8/11, 17, 20, 19, 3, 
2022/8/12, 18, 25, 25, 5, 
2022/8/13, 21, 14, 26, 2, 
2022/8/14, 16, 13, 35, 1, 
2022/8/15, 17, 15, 23, 2, 
2022/8/16, 18, 15, 26, 1, 
2022/8/17, 14, 21, 29, 3, 
2022/8/18, 20, 20, 18, 5, 
2022/8/19, 14, , , , 
2022/8/22, 23, 26, 27, 2, 
2022/8/23, 26, 21, 22, 1, 
2022/8/24, 18, 11, 18, 2, 
2022/8/25, 16, 13, 24, 4, 
2022/8/26, 17, 21, 25, 2, 
2022/8/27, 18, 22, 19, 1, 
2022/8/28, 17, 14, 18, 2, 
2022/8/29, 14, 16, 23, 4, 
2022/8/30, 16, 13, 20, 3, 
2022/8/31, 11, 13, 21, 3, 
2022/9/1, 14, 8, 21, 2, 
2022/9/2, 12, 8, 25, 2, 
2022/9/3, 6, 10, 22, 2, 
2022/9/4, 12, 8, 18, 2, 
2022/9/5, 9, 9, 24, 2, 
2022/9/6, 9, 12, 21, 2, 
2022/9/7, 11, 11, 14, 2, 
2022/9/8, 11, 14, 16, 3, 
2022/9/9, 12, 14, 21, 5, 
2022/9/10, 13, 15, 24, 2, 
2022/9/11, 16, 15, 10, 2, 
2022/9/12, 10, 36, 16, 1, 
2022/9/13, 12, 28, 15, 2, 
2022/9/14, 11, 16, 17, 3, 
2022/9/15, 9, 9, 20, 2, 
2022/9/16, 13, 11, 22, 3, 
2022/9/17, 16, 14, 20, 2, 
2022/9/18, 16, , , , 
2022/9/20, 16, 22, 22, 3, 
2022/9/21, 17, 19, 25, 4, 
2022/9/22, 19, 22, 26, 6, 
2022/9/23, 18, 11, 24, 2, 
2022/9/24, 10, 12, 24, 2, 
2022/9/25, 12, 10, 26, 4, 
2022/9/26, 9, 13, 27, 3, 
2022/9/27, 15, 14, 24, 3, 
2022/9/28, 9, 11, 22, 2, 
2022/9/29, 12, 10, 22, 2, 
2022/9/30, 10, 9, 28, 2, 
2022/4/1, 8, 7, 32, 1, 
2022/4/2, 9, 6, 33, 1, 
2022/4/3, 7, 10, 26, 1, 
2022/4/4, 7, 6, 27, 2, 
2022/4/5, 10, 5, 31, 2, 
2022/4/6, 10, 7, 27, 2, 
2022/4/7, 8, 5, 25, 2, 
2022/4/8, 9, 8, 25, 1, 
2022/4/9, 9, 17, 24, 4, 
2022/4/10, 15, 20, 23, , 
2022/4/11, 8, 12, 28, 1, 
2022/4/12, 11, 8, 26, 1, 
2022/4/13, 9, 7, 26, 2, 
2022/4/14, 11, 8, 27, 2, 
2022/4/15, 15, 15, 34, 3, 
2022/4/16, 16, 17, 28, 2, 
2022/4/17, 16, 19, 28, 2, 
2022/4/18, 18, 15, 33, 1, 
2022/4/19, 12, 12, 34, 1, 
2022/4/20, 7, 9, 33, 1, 
2022/4/21, 9, 11, 33, , 
2022/4/22, 7, , , , 
2022/4/26, 9, 8, 29, 2, 
2022/4/27, 11, 9, 31, 1, 
2022/4/28, 11, 12, 20, 2, 6
2022/4/29, 11, 13, 30, 2, 
2022/4/30, 16, 23, 32, 3, 
2022/5/1, 15, 14, 30, 1, 
2022/5/2, 12, 13, 29, 2, 
2022/5/3, 13, 10, 23, 2, 
2022/5/4, 13, 12, 30, 3, 
2022/5/5, 20, 13, 29, 3, 
2022/5/6, 14, 11, 30, 4, 
2022/5/7, 16, 13, 27, 2, 
2022/5/8, 16, 14, 36, 4, 
2022/5/9, 18, 17, 34, 3, 
2022/5/10, 16, 17, 33, 2, 
2022/5/11, 14, 28, 33, 2, 
2022/5/12, 19, 25, 34, 3, 
2022/5/13, 15, 29, 27, 1, 
2022/5/14, 26, 21, 22, , 
2022/5/15, 13, 14, 19, 1, 
2022/5/16, 10, 9, 15, 2, 
2022/5/17, 10, 10, 21, 2, 
2022/5/18, 9, 19, 32, 3, 
2022/5/19, 17, 34, 33, 3, 
2022/5/20, 24, , , , 
2022/5/23, 16, 13, 27, 2, 
2022/5/24, 10, 13, 29, 2, 
2022/5/25, 9, 15, 32, 2, 
2022/5/26, 11, 17, 35, 2, 
2022/5/27, 14, 36, 29, 2, 
2022/5/28, 17, 14, 30, , 
2022/5/29, 12, 14, 23, 1, 
2022/5/30, 11, 11, 20, 1, 
2022/5/31, 9, 18, 19, 1, 
2022/6/1, 9, 22, 20, 1, 
2022/6/2, 8, 13, 21, 1, 
2022/6/3, 9, 12, 23, 1, 
2022/6/4, 11, 7, 22, 1, 
2022/6/5, 8, 6, 22, 2, 
2022/6/6, 9, 11, 24, 1, 
2022/6/7, 12, 10, 13, 1, 
2022/6/8, 9, 10, 18, 3, 
2022/6/9, 9, 23, 30, 3, 
2022/6/10, 22, 24, 26, 1, 
2022/6/11, 20, 27, 31, 1, 
2022/6/12, 15, 38, 32, 2, 
2022/6/13, 22, 38, 22, 1, 
2022/6/14, 20, 42, 28, 1, 
2022/6/15, 22, 17, 17, 1, 
2022/6/16, 12, 9, 19, 2, 
2022/6/17, 9, 9, 22, 1, 
2022/6/18, 9, 10, 21, , 
2022/6/19, 8, 7, 22, 1, 
2022/6/20, 5, 10, 23, 1, 
2022/6/21, 6, 10, 22, , 
2022/6/22, 7, 11, 20, 1, 
2022/6/23, 8, 6, 22, 1, 
2022/6/24, 10, 3, 28, 1, 
2022/6/25, 7, 9, 26, 1, 
2022/6/26, 10, 12, 24, 1, 
2022/6/27, 13, 13, 27, 2, 
2022/6/28, 12, 12, 23, 2, 
2022/6/29, 11, 9, 23, 1, 
2022/6/30, 9, 13, 27, 2, 
2022/1/4, 31, 17, 26, 3, 
2022/1/5, 18, 11, 26, 3, 
2022/1/6, 9, 11, 21, 6, 
2022/1/7, 15, 9, 17, 3, 
2022/1/8, 13, 5, 24, 3, 
2022/1/9, 12, 8, 25, 4, 
2022/1/10, 13, 7, 15, 6, 
2022/1/11, 16, 7, 17, 4, 
2022/1/12, 13, 11, 29, 3, 
2022/1/13, 11, 16, 30, 2, 
2022/1/14, 12, 13, 25, 2, 
2022/1/15, 12, , , , 
2022/1/17, 24, 18, 25, 4, 
2022/1/18, 19, 18, 25, 3, 
2022/1/19, 17, 21, 26, 7, 
2022/1/20, 25, 27, 25, 9, 
2022/1/21, 36, 20, 26, 5, 
2022/1/22, 27, 15, 30, 2, 
2022/1/23, 19, 16, 26, 2, 
2022/1/24, 13, 20, 22, 3, 
2022/1/25, 18, 12, 24, 3, 
2022/1/26, 13, 19, 23, 3, 
2022/1/27, 14, 25, 24, 3, 
2022/1/28, 16, 20, 22, 2, 
2022/1/29, 15, 28, 30, 1, 
2022/1/30, 16, 19, 26, 3, 
2022/1/31, 19, 26, 24, 6, 
2022/2/1, 23, 19, 26, 8, 
2022/2/2, 22, 16, 29, 8, 
2022/2/3, 18, 16, 15, 12, 
2022/2/4, 18, 22, 16, 10, 
2022/2/5, 25, 15, 16, 7, 
2022/2/6, 21, 22, 27, 2, 
2022/2/7, 23, 23, 26, 4, 
2022/2/8, 26, 20, 25, 3, 
2022/2/9, 17, 21, 27, 3, 
2022/2/10, 15, 21, 23, 3, 
2022/2/11, 19, 25, 26, 4, 
2022/2/12, 20, 31, 31, 3, 
2022/2/13, 20, 22, 30, 1, 
2022/2/14, 19, 8, 27, 3, 
2022/2/15, 10, 10, 27, 3, 
2022/2/16, 10, 9, 28, 3, 
2022/2/17, 11, 7, 20, 4, 
2022/2/18, 16, 8, 16, 4, 
2022/2/19, 18, 8, 26, 1, 
2022/2/20, 9, 7, 20, 1, 
2022/2/21, 7, 11, 29, 6, 
2022/2/22, 11, 16, 29, 4, 
2022/2/23, 15, 16, 31, 3, 
2022/2/24, 11, 38, 22, 4, 
2022/2/25, 21, 24, 23, 4, 
2022/2/26, 17, 25, 21, 3, 
2022/2/27, 20, 21, 25, 3, 
2022/2/28, 19, 22, 27, 5, 
2022/3/1, 19, 20, 30, 2, 
2022/3/2, 16, 10, 27, 3, 
2022/3/3, 10, 9, 30, 2, 
2022/3/4, 7, 5, 29, 2, 
2022/3/5, 5, 7, 31, 2, 
2022/3/6, 8, 4, 29, 1, 
2022/3/7, 8, 6, 34, 2, 
2022/3/8, 11, 8, 29, 2, 
2022/3/9, 10, 16, 28, 3, 
2022/3/10, 13, 14, 31, 3, 
2022/3/11, 11, 13, 26, 2, 
2022/3/12, 15, 15, 28, 2, 
2022/3/13, 12, 8, 29, 2, 
2022/3/14, 11, 7, 27, 3, 
2022/3/15, 10, 3, 24, 2, 
2022/3/16, 11, 93, 14, 7, 
2022/3/17, 61, 84, 19, 3, 
2022/3/18, 47, 11, 25, 3, 
2022/3/19, 10, 24, 31, 1, 
2022/3/20, 18, 31, 31, , 
2022/3/21, 21, 16, 28, , 
2022/3/22, 8, 21, 30, 3, 
2022/3/23, 15, 16, 22, 3, 
2022/3/24, 9, 5, 27, 3, 
2022/3/25, 10, 64, 29, 1, 
2022/3/26, 46, 85, 28, 1, 
2022/3/27, 37, 65, 28, 2, 
2022/3/28, 43, 57, 24, 2, 
2022/3/29, 33, 31, 36, 1, 
2022/3/30, 24, 15, 32, 1, 
2022/3/31, 10, 6, 32, 2, 
2021/10/1, 27, 13, 21, 3, 
2021/10/2, 13, 7, 23, 1, 
2021/10/3, 8, 9, 24, 3, 
2021/10/4, 9, 9, 22, 2, 
2021/10/5, 9, 9, 24, 4, 
2021/10/6, 14, 14, 32, 5, 
2021/10/7, 12, 19, 30, 5, 
2021/10/8, 13, 18, 28, 3, 
2021/10/9, 15, 14, 31, 2, 
2021/10/10, 14, 18, 30, 2, 
2021/10/11, 11, 22, 29, 2, 
2021/10/12, 15, 34, 13, 4, 
2021/10/13, 18, 19, 29, 5, 
2021/10/14, 16, 20, 32, 5, 
2021/10/15, 16, 17, 31, 10, 
2021/10/16, 21, 22, 30, 8, 
2021/10/17, 24, 15, 26, 6, 
2021/10/18, 17, 23, 31, 4, 
2021/10/19, 19, 22, 31, 4, 
2021/10/20, 20, 15, 26, 3, 
2021/10/21, 12, 13, 24, 5, 
2021/10/22, 9, 17, 28, 4, 
2021/10/23, 13, 16, 28, 3, 
2021/10/24, 16, 16, 30, 4, 
2021/10/25, 14, 16, 30, 5, 
2021/10/26, 13, 19, 29, 5, 
2021/10/27, 16, 19, 29, 3, 
2021/10/28, 11, 18, 26, 1, 
2021/10/29, 12, 23, 18, , 
2021/10/30, 11, 22, 13, 1, 
2021/11/1, 10, 16, 16, 1, 
2021/11/2, 8, 3, 23, 2, 
2021/11/3, 8, 5, 29, 2, 
2021/11/4, 8, 8, 25, 4, 
2021/11/5, 7, 6, 24, 3, 
2021/11/6, 7, 4, 24, 1, 
2021/11/7, 8, 5, 27, 3, 
2021/11/8, 8, 10, 25, 8, 
2021/11/9, 12, 10, 12, 8, 
2021/11/10, 11, 18, 19, 6, 
2021/11/11, 18, 20, 23, 7, 
2021/11/12, 23, 22, 28, 7, 
2021/11/13, 28, 19, 29, 5, 
2021/11/14, 20, 15, 31, 4, 
2021/11/15, 19, 20, 25, 9, 
2021/11/16, 16, 16, 21, 5, 
2021/11/17, 12, 20, 24, 4, 
2021/11/18, 11, 22, 25, 2, 
2021/11/19, 15, 32, 25, 2, 
2021/11/20, 12, 30, 22, 2, 
2021/11/21, 13, 10, 23, 3, 
2021/11/22, 14, 13, 23, 3, 
2021/11/23, 13, 10, 21, 4, 
2021/11/24, 8, 11, 21, 5, 
2021/11/25, 11, 12, 23, 5, 
2021/11/26, 13, 8, 16, 4, 
2021/11/27, 16, 7, 26, 3, 
2021/11/28, 9, 9, 25, 2, 
2021/11/29, 6, 9, 24, 4, 
2021/11/30, 12, 8, 26, 7, 
2021/12/1, 11, 9, 27, 3, 
2021/12/2, 11, 7, 22, 3, 
2021/12/3, 8, 10, 21, 7, 
2021/12/4, 11, 10, 23, 2, 
2021/12/5, 14, 10, 27, 2, 
2021/12/6, 13, 13, 25, 8, 
2021/12/7, 13, 11, 23, 4, 
2021/12/8, 13, 9, 27, 2, 
2021/12/9, 10, 14, 25, 4, 
2021/12/10, 12, 13, 22, 3, 
2021/12/11, 10, 9, 24, 6, 
2021/12/12, 14, 11, 23, 3, 
2021/12/13, 14, 25, 23, 3, 
2021/12/14, 15, 21, 22, 4, 
2021/12/15, 16, 17, 24, 4, 
2021/12/16, 13, 17, 31, 2, 
2021/12/17, 10, 24, 25, 4, 
2021/12/18, 16, 22, 24, 2, 
2021/12/19, 15, 26, 25, 1, 
2021/12/20, 12, 52, 21, 2, 
2021/12/21, 26, 42, 21, 3, 
2021/12/22, 23, 34, 20, 1, 
2021/12/23, 9, 20, 16, 1, 
2021/12/24, 9, 18, 22, 1, 
2021/12/25, 12, 19, 25, , 
2021/12/26, 13, 23, 18, 1, 
2021/12/27, 11, 16, 19, 1, 
2021/12/28, 8, 15, 20, 1, 
2021/12/29, 6, 10, 11, 3, 
2021/12/30, 14, 13, 13, 4, 
2021/12/31, 22, 19, 21, 4, 
2022/1/1, 24, 14, 18, 3, 
2022/1/2, 18, 24, 16, 3, 
2022/1/3, 28, 24, 17, 6, 
2021/7/1, 14, 10, 15, 2, 
2021/7/2, 10, 8, 8, 1, 
2021/7/3, 11, 8, 12, , 
2021/7/4, 12, 11, 14, 1, 
2021/7/5, 11, 8, 17, 1, 
2021/7/6, 10, 9, 10, 1, 
2021/7/7, 6, 16, 13, 1, 
2021/7/8, 14, 24, 19, 3, 
2021/7/9, 25, 30, 17, 2, 
2021/7/10, 22, 36, 12, 1, 
2021/7/11, 21, 18, 15, 1, 
2021/7/12, 13, 16, 15, 1, 
2021/7/13, 11, 19, 25, 1, 
2021/7/14, 15, 22, 20, 2, 
2021/7/15, 20, 22, 16, 2, 
2021/7/16, 17, 18, 18, 2, 
2021/7/17, 13, 18, 17, 1, 
2021/7/18, 16, 19, 14, 2, 
2021/7/19, 17, 21, 14, 1, 
2021/7/20, 18, 22, 30, 3, 
2021/7/21, 18, 38, 31, 3, 
2021/7/22, 27, 19, 24, 2, 
2021/7/23, 14, 13, 27, 1, 
2021/7/24, 9, 9, 18, , 
2021/7/25, 10, 6, 26, 1, 
2021/7/26, 9, 15, 30, 2, 
2021/7/27, 13, 13, 28, 2, 
2021/7/28, 13, 22, 32, 2, 
2021/7/29, 18, 17, 27, 2, 
2021/7/30, 15, 15, 24, 1, 
2021/7/31, 13, 11, 24, 1, 
2021/8/1, 12, 9, 12, 1, 
2021/8/2, 9, 10, 30, 2, 
2021/8/3, 14, 11, 22, 1, 
2021/8/4, 10, 11, 30, 2, 
2021/8/5, 14, 15, 27, 1, 
2021/8/6, 15, 10, 23, 1, 
2021/8/7, 12, 10, 22, 1, 
2021/8/8, 10, 11, 27, 3, 
2021/8/9, 12, 17, 34, 3, 
2021/8/10, 16, 21, 29, 3, 
2021/8/11, 14, 20, 30, 3, 
2021/8/12, 16, 27, 30, 6, 
2021/8/13, 22, 42, 34, 5, 
2021/8/14, 31, 41, 35, 4, 
2021/8/15, 28, 18, 35, 3, 
2021/8/16, 19, 23, 28, 3, 
2021/8/17, 16, 32, 24, 2, 
2021/8/18, 31, 21, 35, 4, 
2021/8/19, 18, 22, 33, 4, 
2021/8/20, 15, 13, 21, 2, 
2021/8/21, 14, 14, 24, 3, 
2021/8/22, 13, 21, 32, 3, 
2021/8/23, 20, 37, 28, 1, 
2021/8/24, 20, 21, 30, , 
2021/8/25, 20, 20, 26, 2, 
2021/8/26, 18, 19, 26, 2, 
2021/8/27, 16, 10, 18, 1, 
2021/8/28, 15, 6, 22, 1, 
2021/8/29, 11, 6, 21, 1, 
2021/8/30, 8, 8, 23, 2, 
2021/8/31, 7, 9, 19, 2, 
2021/9/1, 9, 10, 23, 2, 
2021/9/2, 8, 9, 26, 3, 
2021/9/3, 7, 13, 31, 3, 
2021/9/4, 14, 19, 29, 2, 
2021/9/5, 17, 25, 31, 2, 
2021/9/6, 14, 17, 21, 1, 
2021/9/7, 34, 12, 22, 1, 
2021/9/8, 9, 7, 21, 1, 
2021/9/9, 8, 10, 21, 2, 
2021/9/10, 11, 10, 27, 3, 
2021/9/11, 12, 12, 21, 2, 
2021/9/12, 11, 18, 21, 2, 
2021/9/13, 16, 25, 22, 1, 
2021/9/14, 9, 13, 10, 3, 
2021/9/15, 8, 11, 27, 3, 
2021/9/16, 14, 16, 25, 4, 
2021/9/17, 12, 8, 19, 1, 
2021/9/18, 9, 12, 26, 2, 
2021/9/19, 9, 15, 30, 3, 
2021/9/20, 11, 15, 30, 3, 
2021/9/21, 16, 19, 20, 3, 
2021/9/22, 19, 15, 29, 2, 
2021/9/23, 10, 9, 33, 1, 
2021/9/24, 11, 11, 29, 1, 
2021/9/25, 12, 9, 24, 2, 
2021/9/26, 9, 8, 26, 2, 
2021/9/27, 12, 10, 27, 2, 
2021/9/28, 12, 12, 29, 4, 
2021/9/29, 8, 19, 28, 5, 
2021/9/30, 23, 26, 31, 5, 
2021/4/1, 18, 27, 22, , 
2021/4/2, 23, 32, 25, 1, 
2021/4/3, 24, 23, 27, 1, 
2021/4/4, 22, 33, 27, 2, 
2021/4/5, 29, 31, 27, 3, 
2021/4/6, 35, 40, 31, 2, 
2021/4/7, 28, 39, 30, 1, 
2021/4/8, 26, 27, 31, 2, 
2021/4/9, 13, 18, 26, , 
2021/4/10, 17, 7, 25, , 
2021/4/11, 12, 8, 25, 1, 
2021/4/21, 4, 10, 25, 1, 
2021/4/22, 12, 18, 31, 1, 
2021/4/23, 15, 28, 33, 1, 
2021/4/24, 19, 19, 28, , 
2021/4/25, 13, 14, 22, , 
2021/4/26, 8, 8, 28, 1, 
2021/4/27, 10, 10, 34, 1, 
2021/4/28, 11, 12, 34, 1, 
2021/4/29, 12, 7, 36, 1, 
2021/4/30, 7, 6, 31, 1, 
2021/5/1, 6, 5, 31, , 
2021/5/2, 6, 11, 36, 2, 
2021/5/3, 13, 20, 34, 1, 
2021/5/4, 16, 12, 33, 1, 
2021/5/5, 14, 11, 27, 1, 
2021/5/6, 13, , , , 
2021/5/8, 11, 9, 28, , 
2021/5/9, 10, 12, 30, 1, 
2021/5/10, 7, 9, 30, 1, 
2021/5/11, 9, 11, 27, 1, 
2021/5/12, 10, 13, 23, 1, 
2021/5/13, 13, 10, 26, 1, 
2021/5/14, 11, 9, 23, 1, 
2021/5/15, 8, 8, 12, , 
2021/5/16, 11, 9, 29, 2, 
